Tanggal,Kategori,Is_Expense,Total Pemasukan,Total Pengeluaran,Keuntungan
9/3/2023,Pembelian Barang,1,0,6682000,25805704000
9/4/2023,Pengandaan Barang,0,39842000,0,25845546000
9/4/2023,Pengandaan Barang,0,40000000,0,25885546000
9/4/2023,Pembelian Barang,1,0,15242000,25870304000
9/5/2023,Pengandaan Barang,0,39955000,0,25910259000
9/5/2023,Pengandaan Barang,0,40000000,0,25950259000
9/6/2023,Pembelian Barang,1,0,19331000,25930928000
9/6/2023,Jasa Pemasangan,0,40000000,0,25970928000
9/7/2023,Pembelian Barang,1,0,5007000,25965921000
9/8/2023,Pengandaan Barang,0,40000000,0,26005921000
9/8/2023,Pembelian Barang,1,0,11909000,25994012000
9/8/2023,Pengiriman,1,0,14763000,25979249000
9/9/2023,Pengiriman,1,0,18897000,25960352000
9/9/2023,Jasa Pemasangan,0,40000000,0,26000352000
9/10/2023,Pengandaan Barang,0,40000000,0,26040352000
9/10/2023,Jasa Pemasangan,0,40000000,0,26080352000
9/11/2023,Pembelian Barang,1,0,12514000,26067838000
9/11/2023,Pengandaan Barang,0,39389000,0,26107227000
9/11/2023,Pembelian Barang,1,0,16053000,26091174000
9/12/2023,Pembelian Barang,1,0,18196000,26072978000
9/12/2023,Pembelian Barang,1,0,6306000,26066672000
9/12/2023,Pengandaan Barang,0,38738000,0,26105410000
9/13/2023,Jasa Pemasangan,0,39638000,0,26145048000
9/14/2023,Pembelian Barang,1,0,11175000,26133873000
9/14/2023,Pembelian Barang,1,0,18486000,26115387000
9/15/2023,Pengiriman,1,0,16558000,26098829000
9/16/2023,Pembelian Barang,1,0,9636000,26089193000
9/16/2023,Pengandaan Barang,0,40000000,0,26129193000
9/17/2023,Pengandaan Barang,0,40000000,0,26169193000
9/18/2023,Pembelian Barang,1,0,9653000,26159540000
9/18/2023,Pembelian Barang,1,0,13292000,26146248000
9/19/2023,Jasa Pemasangan,0,39459000,0,26185707000
9/19/2023,Jasa Pemasangan,0,40000000,0,26225707000
9/19/2023,Pembelian Barang,1,0,9196000,26216511000
9/20/2023,Pembelian Barang,1,0,17324000,26199187000
9/20/2023,Pembelian Barang,1,0,13754000,26185433000
9/20/2023,Pembelian Barang,1,0,10111000,26175322000
9/21/2023,Pembelian Barang,1,0,10939000,26164383000
9/21/2023,Pengandaan Barang,0,39252000,0,26203635000
9/21/2023,Pengandaan Barang,0,38499000,0,26242134000
9/22/2023,Pengandaan Barang,0,38418000,0,26280552000
9/23/2023,Pembelian Barang,1,0,17658000,26262894000
9/23/2023,Pengiriman,1,0,16806000,26246088000
9/24/2023,Pengiriman,1,0,7863000,26238225000
9/25/2023,Pengandaan Barang,0,37518000,0,26275743000
9/26/2023,Jasa Pemasangan,0,39205000,0,26314948000
9/27/2023,Pengandaan Barang,0,40000000,0,26354948000
9/27/2023,Pengiriman,1,0,5515000,26349433000
9/28/2023,Pengiriman,1,0,8054000,26341379000
9/28/2023,Jasa Pemasangan,0,40000000,0,26381379000
9/29/2023,Jasa Pemasangan,0,40000000,0,26421379000
9/29/2023,Pembelian Barang,1,0,7353000,26414026000
9/30/2023,Jasa Pemasangan,0,40000000,0,26454026000
9/30/2023,Jasa Pemasangan,0,39618000,0,26493644000
9/30/2023,Pengiriman,1,0,17977000,26475667000
10/1/2023,Pengiriman,1,0,5346000,26470321000
10/1/2023,Pengandaan Barang,0,40000000,0,26510321000
10/1/2023,Jasa Pemasangan,0,39422000,0,26549743000
10/2/2023,Pembelian Barang,1,0,15065000,26534678000
10/2/2023,Pengandaan Barang,0,38587000,0,26573265000
10/2/2023,Jasa Pemasangan,0,40000000,0,26613265000
10/3/2023,Pengandaan Barang,0,40000000,0,26653265000
10/3/2023,Pengandaan Barang,0,39034000,0,26692299000
10/3/2023,Jasa Pemasangan,0,38257000,0,26730556000
10/4/2023,Pengiriman,1,0,16395000,26714161000
10/4/2023,Pengandaan Barang,0,37529000,0,26751690000
10/4/2023,Jasa Pemasangan,0,36618000,0,26788308000
10/5/2023,Jasa Pemasangan,0,37269000,0,26825577000
10/5/2023,Pengandaan Barang,0,36781000,0,26862358000
10/6/2023,Pembelian Barang,1,0,7843000,26854515000
10/6/2023,Pengandaan Barang,0,38654000,0,26893169000
10/7/2023,Pembelian Barang,1,0,9214000,26883955000
10/7/2023,Pembelian Barang,1,0,9634000,26874321000
10/8/2023,Pengandaan Barang,0,37801000,0,26912122000
10/8/2023,Pembelian Barang,1,0,10844000,26901278000
10/8/2023,Pengandaan Barang,0,38721000,0,26939999000
10/9/2023,Pengiriman,1,0,13591000,26926408000
10/9/2023,Pengandaan Barang,0,39948000,0,26966356000
10/9/2023,Pembelian Barang,1,0,10239000,26956117000
10/10/2023,Jasa Pemasangan,0,39723000,0,26995840000
10/10/2023,Pengiriman,1,0,13499000,26982341000
10/10/2023,Pengandaan Barang,0,40000000,0,27022341000
10/11/2023,Pengandaan Barang,0,40000000,0,27062341000
10/11/2023,Jasa Pemasangan,0,40000000,0,27102341000
10/11/2023,Jasa Pemasangan,0,40000000,0,27142341000
10/12/2023,Pembelian Barang,1,0,17283000,27125058000
10/12/2023,Pengandaan Barang,0,39748000,0,27164806000
10/12/2023,Pembelian Barang,1,0,5419000,27159387000
10/13/2023,Pengiriman,1,0,19377000,27140010000
10/14/2023,Jasa Pemasangan,0,40000000,0,27180010000
10/15/2023,Pengiriman,1,0,13556000,27166454000
10/15/2023,Pembelian Barang,1,0,15000000,27151454000
10/15/2023,Jasa Pemasangan,0,40000000,0,27191454000
10/16/2023,Pembelian Barang,1,0,17768000,27173686000
10/16/2023,Pengiriman,1,0,7876000,27165810000
10/17/2023,Pengiriman,1,0,5603000,27160207000
10/18/2023,Jasa Pemasangan,0,40000000,0,27200207000
10/18/2023,Pengandaan Barang,0,40000000,0,27240207000
10/19/2023,Jasa Pemasangan,0,39790000,0,27279997000
10/19/2023,Jasa Pemasangan,0,40000000,0,27319997000
10/19/2023,Pengiriman,1,0,16298000,27303699000
10/20/2023,Pembelian Barang,1,0,16399000,27287300000
10/21/2023,Jasa Pemasangan,0,39478000,0,27326778000
10/21/2023,Pengandaan Barang,0,39837000,0,27366615000
10/22/2023,Pembelian Barang,1,0,6741000,27359874000
10/23/2023,Pengandaan Barang,0,39888000,0,27399762000
10/24/2023,Jasa Pemasangan,0,40000000,0,27439762000
10/24/2023,Pengiriman,1,0,7045000,27432717000
10/24/2023,Pengandaan Barang,0,40000000,0,27472717000
10/25/2023,Pengiriman,1,0,12586000,27460131000
10/25/2023,Pembelian Barang,1,0,18554000,27441577000
10/26/2023,Pembelian Barang,1,0,15715000,27425862000
10/26/2023,Pembelian Barang,1,0,11047000,27414815000
10/26/2023,Pembelian Barang,1,0,18602000,27396213000
10/27/2023,Pengiriman,1,0,14936000,27381277000
10/27/2023,Jasa Pemasangan,0,40000000,0,27421277000
10/28/2023,Jasa Pemasangan,0,40000000,0,27461277000
10/29/2023,Pengiriman,1,0,18232000,27443045000
10/29/2023,Jasa Pemasangan,0,39521000,0,27482566000
10/30/2023,Pembelian Barang,1,0,12420000,27470146000
10/30/2023,Pengiriman,1,0,8226000,27461920000
10/30/2023,Pengandaan Barang,0,40000000,0,27501920000
10/31/2023,Pengandaan Barang,0,40000000,0,27541920000
10/31/2023,Jasa Pemasangan,0,40000000,0,27581920000
11/1/2023,Pengandaan Barang,0,39930000,0,27621850000
11/1/2023,Jasa Pemasangan,0,39284000,0,27661134000
11/2/2023,Pengiriman,1,0,8812000,27652322000
11/2/2023,Pengandaan Barang,0,40000000,0,27692322000
11/2/2023,Jasa Pemasangan,0,40000000,0,27732322000
11/3/2023,Jasa Pemasangan,0,40000000,0,27772322000
11/3/2023,Jasa Pemasangan,0,39087000,0,27811409000
11/4/2023,Pembelian Barang,1,0,13039000,27798370000
11/4/2023,Jasa Pemasangan,0,40000000,0,27838370000
11/4/2023,Pengiriman,1,0,16884000,27821486000
11/5/2023,Pengiriman,1,0,6581000,27814905000
11/5/2023,Pengandaan Barang,0,39275000,0,27854180000
11/5/2023,Pengiriman,1,0,10310000,27843870000
11/6/2023,Pembelian Barang,1,0,15991000,27827879000
11/7/2023,Jasa Pemasangan,0,40000000,0,27867879000
11/7/2023,Jasa Pemasangan,0,39384000,0,27907263000
11/8/2023,Pengiriman,1,0,6171000,27901092000
11/9/2023,Pembelian Barang,1,0,13240000,27887852000
11/9/2023,Pembelian Barang,1,0,15446000,27872406000
11/10/2023,Pengandaan Barang,0,39601000,0,27912007000
11/10/2023,Pengandaan Barang,0,39319000,0,27951326000
11/11/2023,Jasa Pemasangan,0,38744000,0,27990070000
11/12/2023,Pengiriman,1,0,12739000,27977331000
11/12/2023,Jasa Pemasangan,0,37884000,0,28015215000
11/13/2023,Pengandaan Barang,0,39790000,0,28055005000
11/13/2023,Pengiriman,1,0,9886000,28045119000
11/13/2023,Pengiriman,1,0,14814000,28030305000
11/14/2023,Jasa Pemasangan,0,39262000,0,28069567000
11/14/2023,Jasa Pemasangan,0,39591000,0,28109158000
11/15/2023,Pembelian Barang,1,0,11594000,28097564000
11/15/2023,Pengiriman,1,0,9737000,28087827000
11/16/2023,Pengandaan Barang,0,40000000,0,28127827000
11/16/2023,Pengandaan Barang,0,40000000,0,28167827000
11/16/2023,Pembelian Barang,1,0,12210000,28155617000
11/17/2023,Jasa Pemasangan,0,39787000,0,28195404000
11/18/2023,Pengandaan Barang,0,39235000,0,28234639000
11/19/2023,Jasa Pemasangan,0,38721000,0,28273360000
11/19/2023,Pengiriman,1,0,10083000,28263277000
11/20/2023,Pengiriman,1,0,7876000,28255401000
11/21/2023,Pembelian Barang,1,0,17143000,28238258000
11/21/2023,Pengandaan Barang,0,39875000,0,28278133000
11/21/2023,Pengiriman,1,0,12384000,28265749000
11/22/2023,Jasa Pemasangan,0,40000000,0,28305749000
11/22/2023,Pembelian Barang,1,0,15631000,28290118000
11/23/2023,Jasa Pemasangan,0,40000000,0,28330118000
11/23/2023,Pengiriman,1,0,18129000,28311989000
11/23/2023,Pengiriman,1,0,14967000,28297022000
11/24/2023,Pengiriman,1,0,18235000,28278787000
11/24/2023,Pengandaan Barang,0,40000000,0,28318787000
11/25/2023,Pengandaan Barang,0,40000000,0,28358787000
11/25/2023,Jasa Pemasangan,0,40000000,0,28398787000
11/25/2023,Pengiriman,1,0,7849000,28390938000
11/26/2023,Jasa Pemasangan,0,40000000,0,28430938000
11/26/2023,Pengandaan Barang,0,39680000,0,28470618000
11/27/2023,Pembelian Barang,1,0,8338000,28462280000
11/27/2023,Pengiriman,1,0,14541000,28447739000
11/27/2023,Pengiriman,1,0,9457000,28438282000
11/28/2023,Pengandaan Barang,0,40000000,0,28478282000
11/28/2023,Jasa Pemasangan,0,40000000,0,28518282000
11/29/2023,Pembelian Barang,1,0,19122000,28499160000
11/29/2023,Pembelian Barang,1,0,7844000,28491316000
11/30/2023,Pengandaan Barang,0,39270000,0,28530586000
12/1/2023,Jasa Pemasangan,0,40000000,0,28570586000
12/1/2023,Pengandaan Barang,0,40000000,0,28610586000
12/1/2023,Pengiriman,1,0,9045000,28601541000
12/2/2023,Pengiriman,1,0,5507000,28596034000
12/2/2023,Pengiriman,1,0,16533000,28579501000
12/2/2023,Jasa Pemasangan,0,39074000,0,28618575000
12/3/2023,Jasa Pemasangan,0,39074000,0,28657649000
12/3/2023,Pengiriman,1,0,8463000,28649186000
12/3/2023,Jasa Pemasangan,0,38449000,0,28687635000
12/4/2023,Pengandaan Barang,0,40000000,0,28727635000
12/4/2023,Pengiriman,1,0,19610000,28708025000
12/5/2023,Pengiriman,1,0,7682000,28700343000
12/6/2023,Pengandaan Barang,0,40000000,0,28740343000
12/6/2023,Pengandaan Barang,0,40000000,0,28780343000
12/6/2023,Pembelian Barang,1,0,10203000,28770140000
12/7/2023,Pembelian Barang,1,0,19490000,28750650000
12/7/2023,Pembelian Barang,1,0,10505000,28740145000
12/8/2023,Pengandaan Barang,0,40000000,0,28780145000
12/8/2023,Pengandaan Barang,0,40000000,0,28820145000
12/8/2023,Jasa Pemasangan,0,40000000,0,28860145000
12/9/2023,Jasa Pemasangan,0,40000000,0,28900145000
12/9/2023,Pembelian Barang,1,0,17816000,28882329000
12/9/2023,Pengandaan Barang,0,40000000,0,28922329000
12/10/2023,Pengiriman,1,0,13915000,28908414000
12/10/2023,Pembelian Barang,1,0,9945000,28898469000
12/11/2023,Jasa Pemasangan,0,40000000,0,28938469000
12/11/2023,Pengandaan Barang,0,40000000,0,28978469000
12/12/2023,Pengiriman,1,0,7293000,28971176000
12/12/2023,Jasa Pemasangan,0,40000000,0,29011176000
12/12/2023,Jasa Pemasangan,0,40000000,0,29051176000
12/13/2023,Pengiriman,1,0,12563000,29038613000
12/13/2023,Jasa Pemasangan,0,39832000,0,29078445000
12/14/2023,Pembelian Barang,1,0,13326000,29065119000
12/15/2023,Pembelian Barang,1,0,14384000,29050735000
12/16/2023,Jasa Pemasangan,0,39767000,0,29090502000
12/16/2023,Pengiriman,1,0,9078000,29081424000
12/16/2023,Jasa Pemasangan,0,39699000,0,29121123000
12/17/2023,Jasa Pemasangan,0,40000000,0,29161123000
12/18/2023,Pengiriman,1,0,8286000,29152837000
12/18/2023,Jasa Pemasangan,0,39854000,0,29192691000
12/18/2023,Pengandaan Barang,0,40000000,0,29232691000
12/19/2023,Jasa Pemasangan,0,40000000,0,29272691000
12/19/2023,Pembelian Barang,1,0,13667000,29259024000
12/19/2023,Pengandaan Barang,0,39321000,0,29298345000
12/20/2023,Pengiriman,1,0,14291000,29284054000
12/21/2023,Pengiriman,1,0,5753000,29278301000
12/22/2023,Pengandaan Barang,0,38609000,0,29316910000
12/22/2023,Pembelian Barang,1,0,12196000,29304714000
12/23/2023,Pembelian Barang,1,0,10755000,29293959000
12/23/2023,Pembelian Barang,1,0,12600000,29281359000
12/23/2023,Jasa Pemasangan,0,37737000,0,29319096000
12/24/2023,Pengiriman,1,0,9092000,29310004000
12/24/2023,Pembelian Barang,1,0,15013000,29294991000
12/24/2023,Pengiriman,1,0,19262000,29275729000
12/25/2023,Jasa Pemasangan,0,38372000,0,29314101000
12/25/2023,Pembelian Barang,1,0,11033000,29303068000
12/26/2023,Pengandaan Barang,0,39120000,0,29342188000
12/26/2023,Pembelian Barang,1,0,10072000,29332116000
12/27/2023,Pembelian Barang,1,0,6981000,29325135000
12/27/2023,Pembelian Barang,1,0,14184000,29310951000
12/28/2023,Pengiriman,1,0,6843000,29304108000
12/28/2023,Pembelian Barang,1,0,8010000,29296098000
12/28/2023,Pengiriman,1,0,13490000,29282608000
12/29/2023,Pengandaan Barang,0,40000000,0,29322608000
12/30/2023,Jasa Pemasangan,0,40000000,0,29362608000
12/31/2023,Pengandaan Barang,0,39332000,0,29401940000
12/31/2023,Jasa Pemasangan,0,40000000,0,29441940000
1/1/2024,Pengandaan Barang,0,39066000,0,29481006000
1/1/2024,Jasa Pemasangan,0,39802000,0,29520808000
1/2/2024,Jasa Pemasangan,0,39163000,0,29559971000
1/3/2024,Jasa Pemasangan,0,38704000,0,29598675000
1/3/2024,Pembelian Barang,1,0,5911000,29592764000
1/3/2024,Pengiriman,1,0,11921000,29580843000
1/4/2024,Pengiriman,1,0,11386000,29569457000
1/4/2024,Pengiriman,1,0,11235000,29558222000
1/5/2024,Jasa Pemasangan,0,38498000,0,29596720000
1/6/2024,Jasa Pemasangan,0,39123000,0,29635843000
1/7/2024,Pengiriman,1,0,15187000,29620656000
1/7/2024,Pengiriman,1,0,10004000,29610652000
1/7/2024,Pembelian Barang,1,0,19740000,29590912000
1/8/2024,Pembelian Barang,1,0,6773000,29584139000
1/8/2024,Jasa Pemasangan,0,38592000,0,29622731000
1/9/2024,Pengandaan Barang,0,38721000,0,29661452000
1/9/2024,Pembelian Barang,1,0,7946000,29653506000
1/10/2024,Pembelian Barang,1,0,7981000,29645525000
1/10/2024,Jasa Pemasangan,0,38315000,0,29683840000
1/10/2024,Pengiriman,1,0,18086000,29665754000
1/11/2024,Pengiriman,1,0,17512000,29648242000
1/12/2024,Jasa Pemasangan,0,37731000,0,29685973000
1/13/2024,Pengiriman,1,0,6555000,29679418000
1/13/2024,Pembelian Barang,1,0,14131000,29665287000
1/13/2024,Pembelian Barang,1,0,7160000,29658127000
1/14/2024,Pengandaan Barang,0,37537000,0,29695664000
1/14/2024,Pengiriman,1,0,17492000,29678172000
1/14/2024,Pengiriman,1,0,6754000,29671418000
1/15/2024,Jasa Pemasangan,0,38370000,0,29709788000
1/15/2024,Pengiriman,1,0,13082000,29696706000
1/15/2024,Pembelian Barang,1,0,14020000,29682686000
1/16/2024,Pembelian Barang,1,0,14310000,29668376000
1/17/2024,Pengandaan Barang,0,39101000,0,29707477000
1/18/2024,Jasa Pemasangan,0,38659000,0,29746136000
1/18/2024,Pengandaan Barang,0,39825000,0,29785961000
1/18/2024,Pengiriman,1,0,8632000,29777329000
1/19/2024,Pembelian Barang,1,0,9624000,29767705000
1/20/2024,Jasa Pemasangan,0,40000000,0,29807705000
1/20/2024,Jasa Pemasangan,0,39207000,0,29846912000
1/20/2024,Pengandaan Barang,0,40000000,0,29886912000
1/21/2024,Pengiriman,1,0,5870000,29881042000
1/22/2024,Pengiriman,1,0,8765000,29872277000
1/22/2024,Pengiriman,1,0,7772000,29864505000
1/22/2024,Jasa Pemasangan,0,40000000,0,29904505000
1/23/2024,Pengandaan Barang,0,40000000,0,29944505000
1/24/2024,Pengandaan Barang,0,40000000,0,29984505000
1/24/2024,Pembelian Barang,1,0,18135000,29966370000
1/25/2024,Pengandaan Barang,0,39504000,0,30005874000
1/25/2024,Pembelian Barang,1,0,13709000,29992165000
1/26/2024,Pengiriman,1,0,9333000,29982832000
1/27/2024,Jasa Pemasangan,0,39330000,0,30022162000
1/27/2024,Pengiriman,1,0,15203000,30006959000
1/27/2024,Pengiriman,1,0,14111000,29992848000
1/28/2024,Pembelian Barang,1,0,11374000,29981474000
1/28/2024,Jasa Pemasangan,0,38593000,0,30020067000
1/28/2024,Pengandaan Barang,0,40000000,0,30060067000
1/29/2024,Pembelian Barang,1,0,5226000,30054841000
1/29/2024,Pembelian Barang,1,0,16804000,30038037000
1/29/2024,Pembelian Barang,1,0,15367000,30022670000
1/30/2024,Jasa Pemasangan,0,39293000,0,30061963000
1/30/2024,Pembelian Barang,1,0,11677000,30050286000
1/31/2024,Pengiriman,1,0,17577000,30032709000
2/1/2024,Pengiriman,1,0,12790000,30019919000
2/1/2024,Pengiriman,1,0,11952000,30007967000
2/1/2024,Pembelian Barang,1,0,15124000,29992843000
2/2/2024,Pengiriman,1,0,11898000,29980945000
2/3/2024,Jasa Pemasangan,0,39580000,0,30020525000
2/3/2024,Jasa Pemasangan,0,40000000,0,30060525000
2/3/2024,Pembelian Barang,1,0,19373000,30041152000
2/4/2024,Pengiriman,1,0,12113000,30029039000
2/5/2024,Pengandaan Barang,0,40000000,0,30069039000
2/6/2024,Pengandaan Barang,0,40000000,0,30109039000
2/6/2024,Pembelian Barang,1,0,8253000,30100786000
2/6/2024,Pengandaan Barang,0,39629000,0,30140415000
2/7/2024,Jasa Pemasangan,0,40000000,0,30180415000
2/8/2024,Pengandaan Barang,0,39762000,0,30220177000
2/9/2024,Jasa Pemasangan,0,40000000,0,30260177000
2/9/2024,Pembelian Barang,1,0,10275000,30249902000
2/9/2024,Pengiriman,1,0,19239000,30230663000
2/10/2024,Jasa Pemasangan,0,40000000,0,30270663000
2/11/2024,Jasa Pemasangan,0,40000000,0,30310663000
2/11/2024,Pembelian Barang,1,0,7774000,30302889000
2/11/2024,Pengandaan Barang,0,39256000,0,30342145000
2/12/2024,Pengandaan Barang,0,38647000,0,30380792000
2/13/2024,Pengiriman,1,0,11226000,30369566000
2/13/2024,Pembelian Barang,1,0,16941000,30352625000
2/13/2024,Pengandaan Barang,0,38326000,0,30390951000
2/14/2024,Pengandaan Barang,0,38845000,0,30429796000
2/14/2024,Pembelian Barang,1,0,8636000,30421160000
2/14/2024,Pengiriman,1,0,17743000,30403417000
2/15/2024,Pengandaan Barang,0,39955000,0,30443372000
2/16/2024,Pengiriman,1,0,13210000,30430162000
2/16/2024,Pengiriman,1,0,10632000,30419530000
2/17/2024,Pembelian Barang,1,0,9572000,30409958000
2/17/2024,Pembelian Barang,1,0,10219000,30399739000
2/17/2024,Pembelian Barang,1,0,9710000,30390029000
2/18/2024,Pembelian Barang,1,0,16364000,30373665000
2/18/2024,Pengandaan Barang,0,39153000,0,30412818000
2/19/2024,Jasa Pemasangan,0,39252000,0,30452070000
2/19/2024,Pengiriman,1,0,13531000,30438539000
2/20/2024,Pengiriman,1,0,15737000,30422802000
2/21/2024,Jasa Pemasangan,0,40000000,0,30462802000
2/21/2024,Jasa Pemasangan,0,39850000,0,30502652000
2/21/2024,Pembelian Barang,1,0,12895000,30489757000
2/22/2024,Pembelian Barang,1,0,17082000,30472675000
2/22/2024,Pengiriman,1,0,18212000,30454463000
2/22/2024,Pembelian Barang,1,0,11715000,30442748000
2/23/2024,Pengandaan Barang,0,39078000,0,30481826000
2/23/2024,Pengiriman,1,0,14017000,30467809000
2/24/2024,Pengiriman,1,0,18419000,30449390000
2/25/2024,Jasa Pemasangan,0,40000000,0,30489390000
2/25/2024,Pengandaan Barang,0,39512000,0,30528902000
2/25/2024,Pembelian Barang,1,0,9654000,30519248000
2/26/2024,Pengiriman,1,0,9550000,30509698000
2/26/2024,Pengiriman,1,0,10179000,30499519000
2/27/2024,Pengandaan Barang,0,40000000,0,30539519000
2/27/2024,Pengiriman,1,0,9919000,30529600000
2/28/2024,Pembelian Barang,1,0,15085000,30514515000
2/28/2024,Pembelian Barang,1,0,14681000,30499834000
2/28/2024,Pengiriman,1,0,9204000,30490630000
2/29/2024,Pengandaan Barang,0,39015000,0,30529645000
2/29/2024,Pembelian Barang,1,0,18584000,30511061000
3/1/2024,Pembelian Barang,1,0,9184000,30501877000
3/1/2024,Pengiriman,1,0,16006000,30485871000
3/1/2024,Pembelian Barang,1,0,15331000,30470540000
3/2/2024,Pembelian Barang,1,0,6317000,30464223000
3/2/2024,Jasa Pemasangan,0,39734000,0,30503957000
3/2/2024,Pengandaan Barang,0,40000000,0,30543957000
3/3/2024,Pengiriman,1,0,6043000,30537914000
3/3/2024,Pengandaan Barang,0,39702000,0,30577616000
3/4/2024,Jasa Pemasangan,0,40000000,0,30617616000
3/5/2024,Jasa Pemasangan,0,40000000,0,30657616000
3/6/2024,Pengandaan Barang,0,40000000,0,30697616000
3/6/2024,Pembelian Barang,1,0,9168000,30688448000
3/7/2024,Pembelian Barang,1,0,8439000,30680009000
3/7/2024,Jasa Pemasangan,0,40000000,0,30720009000
3/7/2024,Pembelian Barang,1,0,19296000,30700713000
3/8/2024,Pembelian Barang,1,0,10059000,30690654000
3/9/2024,Pembelian Barang,1,0,17624000,30673030000
3/10/2024,Pengiriman,1,0,17748000,30655282000
3/10/2024,Pengandaan Barang,0,39073000,0,30694355000
3/11/2024,Pengandaan Barang,0,38222000,0,30732577000
3/11/2024,Pengandaan Barang,0,39661000,0,30772238000
3/12/2024,Pengandaan Barang,0,40000000,0,30812238000
3/12/2024,Pembelian Barang,1,0,15952000,30796286000
3/12/2024,Pembelian Barang,1,0,14690000,30781596000
3/13/2024,Pengandaan Barang,0,40000000,0,30821596000
3/14/2024,Pengiriman,1,0,14092000,30807504000
3/15/2024,Pembelian Barang,1,0,14219000,30793285000
3/15/2024,Jasa Pemasangan,0,39321000,0,30832606000
3/15/2024,Pengiriman,1,0,18370000,30814236000
3/16/2024,Jasa Pemasangan,0,40000000,0,30854236000
3/17/2024,Pengandaan Barang,0,39343000,0,30893579000
3/17/2024,Pembelian Barang,1,0,9477000,30884102000
3/18/2024,Pengiriman,1,0,10348000,30873754000
3/18/2024,Pembelian Barang,1,0,12845000,30860909000
3/18/2024,Pembelian Barang,1,0,10714000,30850195000
3/19/2024,Pembelian Barang,1,0,13650000,30836545000
3/20/2024,Jasa Pemasangan,0,39976000,0,30876521000
3/21/2024,Pengiriman,1,0,5330000,30871191000
3/21/2024,Pembelian Barang,1,0,11922000,30859269000
3/21/2024,Pengandaan Barang,0,39033000,0,30898302000
3/22/2024,Pengandaan Barang,0,38796000,0,30937098000
3/22/2024,Jasa Pemasangan,0,38447000,0,30975545000
3/22/2024,Pengiriman,1,0,9454000,30966091000
3/23/2024,Pengiriman,1,0,15033000,30951058000
3/23/2024,Pengandaan Barang,0,38516000,0,30989574000
3/23/2024,Pengiriman,1,0,16996000,30972578000
3/24/2024,Pembelian Barang,1,0,11012000,30961566000
3/25/2024,Pengiriman,1,0,14998000,30946568000
3/26/2024,Pengiriman,1,0,7390000,30939178000
3/26/2024,Pengandaan Barang,0,38245000,0,30977423000
3/26/2024,Pembelian Barang,1,0,10678000,30966745000
3/27/2024,Pengandaan Barang,0,37996000,0,31004741000
3/27/2024,Pembelian Barang,1,0,16833000,30987908000
3/28/2024,Pengiriman,1,0,10775000,30977133000
3/28/2024,Pembelian Barang,1,0,7423000,30969710000
3/28/2024,Pengiriman,1,0,10395000,30959315000
3/29/2024,Pembelian Barang,1,0,13905000,30945410000
3/29/2024,Pembelian Barang,1,0,17698000,30927712000
3/29/2024,Pembelian Barang,1,0,7780000,30919932000
3/30/2024,Pengiriman,1,0,6367000,30913565000
3/30/2024,Pengiriman,1,0,11627000,30901938000
3/31/2024,Pengiriman,1,0,9959000,30891979000
3/31/2024,Pembelian Barang,1,0,18330000,30873649000
4/1/2024,Pengiriman,1,0,10434000,30863215000
4/1/2024,Jasa Pemasangan,0,39214000,0,30902429000
4/1/2024,Pengiriman,1,0,13291000,30889138000
4/2/2024,Pengandaan Barang,0,40000000,0,30929138000
4/2/2024,Jasa Pemasangan,0,39950000,0,30969088000
4/3/2024,Jasa Pemasangan,0,40000000,0,31009088000
4/3/2024,Pengandaan Barang,0,40000000,0,31049088000
4/4/2024,Pengandaan Barang,0,40000000,0,31089088000
4/5/2024,Pengiriman,1,0,8909000,31080179000
4/5/2024,Pengandaan Barang,0,39676000,0,31119855000
4/6/2024,Pengandaan Barang,0,39139000,0,31158994000
4/7/2024,Pengiriman,1,0,18768000,31140226000
4/7/2024,Pengiriman,1,0,14571000,31125655000
4/8/2024,Pengandaan Barang,0,40000000,0,31165655000
4/8/2024,Pengiriman,1,0,19487000,31146168000
4/9/2024,Pengiriman,1,0,12086000,31134082000
4/9/2024,Jasa Pemasangan,0,40000000,0,31174082000
4/9/2024,Jasa Pemasangan,0,40000000,0,31214082000
4/10/2024,Pengiriman,1,0,7231000,31206851000
4/10/2024,Pengandaan Barang,0,40000000,0,31246851000
4/11/2024,Pembelian Barang,1,0,10762000,31236089000
4/11/2024,Pengandaan Barang,0,40000000,0,31276089000
4/12/2024,Pembelian Barang,1,0,13077000,31263012000
4/12/2024,Pengiriman,1,0,10433000,31252579000
4/12/2024,Pembelian Barang,1,0,11276000,31241303000
4/13/2024,Jasa Pemasangan,0,40000000,0,31281303000
4/13/2024,Pembelian Barang,1,0,11437000,31269866000
4/14/2024,Pengiriman,1,0,16123000,31253743000
4/15/2024,Jasa Pemasangan,0,40000000,0,31293743000
4/16/2024,Jasa Pemasangan,0,40000000,0,31333743000
4/16/2024,Jasa Pemasangan,0,40000000,0,31373743000
4/16/2024,Pembelian Barang,1,0,16072000,31357671000
4/17/2024,Pengandaan Barang,0,39741000,0,31397412000
4/18/2024,Pembelian Barang,1,0,10649000,31386763000
4/19/2024,Pengandaan Barang,0,40000000,0,31426763000
4/19/2024,Pengandaan Barang,0,40000000,0,31466763000
4/19/2024,Pengandaan Barang,0,39564000,0,31506327000
4/20/2024,Pengiriman,1,0,18918000,31487409000
4/20/2024,Pembelian Barang,1,0,12506000,31474903000
4/21/2024,Jasa Pemasangan,0,39020000,0,31513923000
